order_id,restaurant_id,restaurant_type,restaurant_size,order_timestamp,for_timestamp,rider_arrival_timestamp,true_kpt_minutes,recorded_kpt_minutes,concurrent_orders,kitchen_load_score,mx_response_latency_sec,rejection_flag,is_peak_hour,is_contaminated,for_rider_delta_seconds,is_rider_influenced
ORD_01262,REST_037,fast_food,large,2024-01-04 11:52:00,2024-01-04 12:22:54,2024-01-04 12:24:54,31.9,30.9,16,0.8,6.6,0,0,0,-120.0,0
ORD_01269,REST_027,cloud_kitchen,medium,2024-06-14 22:50:00,2024-06-14 23:15:42,2024-06-14 23:17:42,24.7,25.7,2,0.1,4.53,0,0,0,-120.0,0
ORD_01272,REST_011,cloud_kitchen,medium,2024-05-26 13:15:00,2024-05-26 14:01:30,2024-05-26 13:58:30,44.5,46.5,12,0.8,5.43,0,1,0,180.0,0
ORD_01276,REST_041,casual_dining,large,2024-05-31 04:01:00,2024-05-31 04:28:30,2024-05-31 04:26:30,28.5,27.5,8,0.4,6.34,0,0,0,120.0,0
ORD_01295,REST_039,casual_dining,large,2024-06-20 02:36:00,2024-06-20 03:17:12,2024-06-20 03:19:12,40.2,41.2,14,0.7,7.55,0,0,0,-120.0,0
ORD_01296,REST_021,fast_food,small,2024-02-20 06:03:00,2024-02-20 06:14:06,2024-02-20 06:10:06,9.1,11.1,2,0.1,2.71,0,0,0,240.0,0
ORD_01299,REST_003,fast_food,small,2024-03-27 20:01:00,2024-03-27 20:36:42,2024-03-27 20:39:42,34.7,35.7,3,0.35,6.27,1,1,0,-180.0,0
ORD_01301,REST_020,fast_food,large,2024-06-27 14:31:00,2024-06-27 15:00:30,2024-06-27 15:04:30,30.5,29.5,15,0.95,6.67,0,1,0,-240.0,0
ORD_01303,REST_015,cloud_kitchen,large,2024-02-13 02:12:00,2024-02-13 02:49:24,2024-02-13 02:53:24,38.4,37.4,15,0.75,7.61,0,0,0,-240.0,0
ORD_01306,REST_049,casual_dining,medium,2024-05-29 13:40:00,2024-05-29 14:19:18,2024-05-29 14:22:18,37.3,39.3,11,0.75,7.4,0,1,0,-180.0,0
ORD_01310,REST_049,casual_dining,medium,2024-05-15 16:54:00,2024-05-15 17:23:24,2024-05-15 17:27:24,29.4,29.4,7,0.35,3.79,0,0,0,-240.0,0
ORD_01320,REST_032,fast_food,medium,2024-02-22 05:50:00,2024-02-22 06:07:00,2024-02-22 06:12:00,18.0,17.0,5,0.25,3.83,0,0,0,-300.0,0
ORD_01323,REST_028,cloud_kitchen,medium,2024-03-26 00:11:00,2024-03-26 00:33:12,2024-03-26 00:36:12,23.2,22.2,3,0.15,5.46,0,0,0,-180.0,0
ORD_01326,REST_029,cloud_kitchen,large,2024-05-05 23:22:00,2024-05-05 23:50:30,2024-05-05 23:53:30,27.5,28.5,11,0.55,3.39,0,0,0,-180.0,0
ORD_01328,REST_008,fast_food,medium,2024-03-10 21:33:00,2024-03-10 21:59:54,2024-03-10 22:01:54,26.9,26.9,6,0.5,4.83,0,1,0,-120.0,0
ORD_01333,REST_030,cloud_kitchen,medium,2024-05-25 11:18:00,2024-05-25 11:35:42,2024-05-25 11:39:42,17.7,17.7,6,0.3,4.71,0,0,0,-240.0,0
ORD_01345,REST_009,cloud_kitchen,small,2024-06-07 17:57:00,2024-06-07 18:15:18,2024-06-07 18:12:18,16.3,18.3,2,0.1,3.07,0,0,0,180.0,0
ORD_01347,REST_004,cloud_kitchen,large,2024-03-10 20:06:00,2024-03-10 20:50:36,2024-03-10 20:52:36,43.6,44.6,18,1.0,7.27,0,1,0,-120.0,0
ORD_01349,REST_032,fast_food,medium,2024-02-04 07:57:00,2024-02-04 08:15:18,2024-02-04 08:18:18,19.3,18.3,4,0.2,3.15,0,0,0,-180.0,0
ORD_01350,REST_032,fast_food,medium,2024-06-08 22:12:00,2024-06-08 22:39:00,2024-06-08 22:42:00,28.0,27.0,10,0.5,5.38,1,0,0,-180.0,0
ORD_01352,REST_020,fast_food,large,2024-04-13 15:11:00,2024-04-13 15:52:06,2024-04-13 15:49:06,39.1,41.1,17,0.85,7.46,0,0,0,180.0,0
ORD_01357,REST_042,fast_food,large,2024-06-15 21:39:00,2024-06-15 22:24:54,2024-06-15 22:22:54,43.9,45.9,20,1.0,8.37,0,1,0,120.0,0
ORD_01361,REST_037,fast_food,large,2024-05-09 21:33:00,2024-05-09 22:15:30,2024-05-09 22:17:30,41.5,42.5,17,1.0,9.79,0,1,0,-120.0,0
ORD_01368,REST_014,fast_food,medium,2024-01-09 04:57:00,2024-01-09 05:15:06,2024-01-09 05:18:06,19.1,18.1,6,0.3,4.38,1,0,0,-180.0,0
ORD_01370,REST_031,casual_dining,small,2024-05-08 11:22:00,2024-05-08 11:52:54,2024-05-08 11:48:54,28.9,30.9,2,0.1,2.43,0,0,0,240.0,0
ORD_01374,REST_034,cloud_kitchen,small,2024-06-05 16:19:00,2024-06-05 16:35:18,2024-06-05 16:41:18,17.3,16.3,2,0.1,3.27,0,0,0,-360.0,0
ORD_01376,REST_004,cloud_kitchen,large,2024-02-05 06:35:00,2024-02-05 07:01:30,2024-02-05 07:06:30,27.5,26.5,13,0.65,6.35,0,0,0,-300.0,0
ORD_01377,REST_016,casual_dining,small,2024-05-06 02:51:00,2024-05-06 03:16:06,2024-05-06 03:19:06,26.1,25.1,5,0.25,3.84,0,0,0,-180.0,0
ORD_01378,REST_023,cloud_kitchen,small,2024-01-19 13:38:00,2024-01-19 14:02:12,2024-01-19 14:07:12,24.2,24.2,4,0.4,6.28,0,1,0,-300.0,0
ORD_01380,REST_015,cloud_kitchen,large,2024-01-06 01:01:00,2024-01-06 01:35:54,2024-01-06 01:37:54,32.9,34.9,12,0.6,4.63,0,0,0,-120.0,0
ORD_01381,REST_044,casual_dining,large,2024-06-24 23:01:00,2024-06-24 23:42:06,2024-06-24 23:46:06,41.1,41.1,13,0.65,8.22,0,0,0,-240.0,0
ORD_01382,REST_028,cloud_kitchen,medium,2024-06-28 13:35:00,2024-06-28 14:19:24,2024-06-28 14:16:24,43.4,44.4,12,0.8,5.82,1,1,0,180.0,0
ORD_01385,REST_009,cloud_kitchen,small,2024-04-22 05:18:00,2024-04-22 05:39:00,2024-04-22 05:42:00,21.0,21.0,1,0.05,4.05,1,0,0,-180.0,0
ORD_01387,REST_014,fast_food,medium,2024-05-06 22:47:00,2024-05-06 23:04:12,2024-05-06 23:06:12,16.2,17.2,7,0.35,5.97,0,0,0,-120.0,0
ORD_01390,REST_034,cloud_kitchen,small,2024-02-29 09:47:00,2024-02-29 10:14:18,2024-02-29 10:17:18,27.3,27.3,3,0.15,2.59,0,0,0,-180.0,0
ORD_01394,REST_043,fast_food,small,2024-03-19 01:34:00,2024-03-19 01:48:00,2024-03-19 01:52:00,13.0,14.0,1,0.05,2.09,0,0,0,-240.0,0
ORD_01396,REST_007,fast_food,small,2024-05-21 12:46:00,2024-05-21 13:15:54,2024-05-21 13:17:54,28.9,29.9,6,0.5,5.16,0,1,0,-120.0,0
ORD_01398,REST_044,casual_dining,large,2024-03-11 02:15:00,2024-03-11 02:32:42,2024-03-11 02:34:42,18.7,17.7,5,0.25,3.55,0,0,0,-120.0,0
ORD_01401,REST_036,fast_food,medium,2024-02-25 13:03:00,2024-02-25 13:32:36,2024-02-25 13:34:36,28.6,29.6,9,0.65,2.88,0,1,0,-120.0,0
ORD_01405,REST_017,fast_food,large,2024-01-05 21:54:00,2024-01-05 22:16:18,2024-01-05 22:19:18,22.3,22.3,8,0.6,6.74,0,1,0,-180.0,0
ORD_01409,REST_010,fast_food,large,2024-05-31 00:06:00,2024-05-31 00:24:42,2024-05-31 00:26:42,17.7,18.7,10,0.5,6.98,0,0,0,-120.0,0
ORD_01410,REST_014,fast_food,medium,2024-04-06 18:02:00,2024-04-06 18:17:24,2024-04-06 18:21:24,16.4,15.4,5,0.25,5.77,0,0,0,-240.0,0
ORD_01417,REST_008,fast_food,medium,2024-01-21 13:26:00,2024-01-21 13:44:30,2024-01-21 13:48:30,18.5,18.5,5,0.45,2.95,0,1,0,-240.0,0
ORD_01421,REST_046,fast_food,small,2024-03-16 03:21:00,2024-03-16 03:33:06,2024-03-16 03:37:06,13.1,12.1,1,0.05,0.5,0,0,0,-240.0,0
ORD_01425,REST_050,casual_dining,medium,2024-01-25 07:19:00,2024-01-25 07:42:48,2024-01-25 07:45:48,21.8,23.8,2,0.1,5.67,0,0,0,-180.0,0
ORD_01428,REST_018,fast_food,small,2024-05-04 14:14:00,2024-05-04 14:29:18,2024-05-04 14:31:18,16.3,15.3,3,0.35,7.01,0,1,0,-120.0,0
ORD_01429,REST_015,cloud_kitchen,large,2024-06-19 08:09:00,2024-06-19 08:43:12,2024-06-19 08:45:12,35.2,34.2,13,0.65,4.28,1,0,0,-120.0,0
ORD_01430,REST_039,casual_dining,large,2024-01-11 17:34:00,2024-01-11 18:01:42,2024-01-11 18:06:42,28.7,27.7,8,0.4,3.8,0,0,0,-300.0,0
ORD_01434,REST_018,fast_food,small,2024-04-26 20:47:00,2024-04-26 21:00:30,2024-04-26 21:07:30,14.5,13.5,4,0.4,7.15,0,1,0,-420.0,0
ORD_01435,REST_028,cloud_kitchen,medium,2024-01-26 22:50:00,2024-01-26 23:17:00,2024-01-26 23:22:00,28.0,27.0,4,0.2,4.33,0,0,0,-300.0,0
ORD_01436,REST_041,casual_dining,large,2024-06-09 00:15:00,2024-06-09 00:42:48,2024-06-09 00:40:48,26.8,27.8,9,0.45,3.94,1,0,0,120.0,0
ORD_01446,REST_026,fast_food,medium,2024-03-07 01:17:00,2024-03-07 01:33:48,2024-03-07 01:36:48,17.8,16.8,3,0.15,3.46,0,0,0,-180.0,0
ORD_01451,REST_022,cloud_kitchen,medium,2024-04-15 06:35:00,2024-04-15 07:04:30,2024-04-15 07:06:30,30.5,29.5,6,0.3,2.18,0,0,0,-120.0,0
ORD_01455,REST_010,fast_food,large,2024-01-25 23:37:00,2024-01-26 00:08:48,2024-01-26 00:11:48,30.8,31.8,11,0.55,6.84,0,0,0,-180.0,0
ORD_01459,REST_046,fast_food,small,2024-01-28 14:14:00,2024-01-28 14:34:12,2024-01-28 14:36:12,18.2,20.2,4,0.4,6.23,0,1,0,-120.0,0
ORD_01464,REST_001,cloud_kitchen,large,2024-03-09 22:13:00,2024-03-09 22:44:06,2024-03-09 22:46:06,31.1,31.1,12,0.6,3.99,0,0,0,-120.0,0
ORD_01467,REST_028,cloud_kitchen,medium,2024-05-06 05:40:00,2024-05-06 06:07:18,2024-05-06 06:04:18,25.3,27.3,5,0.25,5.33,0,0,0,180.0,0
ORD_01468,REST_026,fast_food,medium,2024-01-03 09:07:00,2024-01-03 09:28:12,2024-01-03 09:31:12,20.2,21.2,4,0.2,4.9,0,0,0,-180.0,0
ORD_01472,REST_001,cloud_kitchen,large,2024-03-20 22:12:00,2024-03-20 22:34:42,2024-03-20 22:40:42,23.7,22.7,5,0.25,5.31,0,0,0,-360.0,0
ORD_01473,REST_004,cloud_kitchen,large,2024-06-08 14:38:00,2024-06-08 15:13:36,2024-06-08 15:17:36,35.6,35.6,12,0.8,6.91,1,1,0,-240.0,0
ORD_01475,REST_024,fast_food,small,2024-06-08 12:59:00,2024-06-08 13:18:18,2024-06-08 13:21:18,20.3,19.3,6,0.5,5.4,0,1,0,-180.0,0
ORD_01476,REST_038,cloud_kitchen,large,2024-02-09 03:46:00,2024-02-09 04:11:30,2024-02-09 04:13:30,25.5,25.5,3,0.15,1.85,0,0,0,-120.0,0
ORD_01486,REST_038,cloud_kitchen,large,2024-03-20 10:06:00,2024-03-20 10:33:36,2024-03-20 10:35:36,26.6,27.6,8,0.4,4.45,0,0,0,-120.0,0
ORD_01487,REST_003,fast_food,small,2024-06-14 08:41:00,2024-06-14 08:58:18,2024-06-14 09:03:18,16.3,17.3,1,0.05,3.7,0,0,0,-300.0,0
ORD_01495,REST_041,casual_dining,large,2024-01-01 09:17:00,2024-01-01 09:53:54,2024-01-01 09:57:54,37.9,36.9,10,0.5,3.38,0,0,0,-240.0,0
ORD_01497,REST_002,fast_food,medium,2024-02-13 00:13:00,2024-02-13 00:35:06,2024-02-13 00:33:06,22.1,22.1,3,0.15,2.8,0,0,0,120.0,0
ORD_01499,REST_018,fast_food,small,2024-02-05 18:20:00,2024-02-05 18:38:12,2024-02-05 18:40:12,18.2,18.2,3,0.15,6.15,0,0,0,-120.0,0
ORD_01501,REST_050,casual_dining,medium,2024-06-13 16:28:00,2024-06-13 16:56:18,2024-06-13 16:54:18,26.3,28.3,6,0.3,3.72,0,0,0,120.0,0
ORD_01504,REST_017,fast_food,large,2024-02-25 14:16:00,2024-02-25 14:58:12,2024-02-25 15:03:12,42.2,42.2,18,1.0,10.46,1,1,0,-300.0,0
ORD_01507,REST_007,fast_food,small,2024-02-17 11:19:00,2024-02-17 11:41:54,2024-02-17 11:37:54,20.9,22.9,4,0.2,3.53,0,0,0,240.0,0
ORD_01511,REST_011,cloud_kitchen,medium,2024-03-17 19:44:00,2024-03-17 20:24:00,2024-03-17 20:28:00,40.0,40.0,11,0.75,4.59,0,1,0,-240.0,0
ORD_01512,REST_043,fast_food,small,2024-03-26 01:05:00,2024-03-26 01:19:42,2024-03-26 01:21:42,14.7,14.7,1,0.05,2.86,0,0,0,-120.0,0
ORD_01516,REST_049,casual_dining,medium,2024-01-25 12:08:00,2024-01-25 12:47:12,2024-01-25 12:49:12,38.2,39.2,8,0.6,8.72,0,1,0,-120.0,0
ORD_01517,REST_044,casual_dining,large,2024-04-18 19:25:00,2024-04-18 20:10:30,2024-04-18 20:13:30,46.5,45.5,22,1.0,8.14,0,1,0,-180.0,0
ORD_01518,REST_015,cloud_kitchen,large,2024-06-04 05:49:00,2024-06-04 06:15:06,2024-06-04 06:17:06,27.1,26.1,8,0.4,7.13,0,0,0,-120.0,0
ORD_01519,REST_040,casual_dining,small,2024-06-02 12:58:00,2024-06-02 13:24:06,2024-06-02 13:26:06,27.1,26.1,5,0.45,5.06,1,1,0,-120.0,0
ORD_01521,REST_031,casual_dining,small,2024-01-09 08:26:00,2024-01-09 08:58:42,2024-01-09 09:02:42,33.7,32.7,1,0.05,3.31,0,0,0,-240.0,0
ORD_01525,REST_035,casual_dining,large,2024-04-03 03:50:00,2024-04-03 04:12:24,2024-04-03 04:15:24,23.4,22.4,5,0.25,4.36,0,0,0,-180.0,0
ORD_01526,REST_010,fast_food,large,2024-01-02 10:59:00,2024-01-02 11:26:54,2024-01-02 11:24:54,25.9,27.9,12,0.6,5.36,0,0,0,120.0,0
ORD_01531,REST_018,fast_food,small,2024-03-29 14:44:00,2024-03-29 15:00:42,2024-03-29 15:02:42,17.7,16.7,4,0.4,5.27,0,1,0,-120.0,0
ORD_01532,REST_021,fast_food,small,2024-04-05 01:09:00,2024-04-05 01:24:42,2024-04-05 01:29:42,16.7,15.7,1,0.05,3.04,0,0,0,-300.0,0
ORD_01534,REST_047,casual_dining,small,2024-06-16 23:56:00,2024-06-17 00:25:18,2024-06-17 00:22:18,28.3,29.3,1,0.05,2.43,0,0,0,180.0,0
ORD_01535,REST_020,fast_food,large,2024-06-06 16:34:00,2024-06-06 16:57:30,2024-06-06 17:01:30,22.5,23.5,5,0.25,3.54,0,0,0,-240.0,0
ORD_01536,REST_037,fast_food,large,2024-05-01 06:48:00,2024-05-01 07:12:12,2024-05-01 07:16:12,24.2,24.2,11,0.55,6.89,0,0,0,-240.0,0
ORD_01539,REST_007,fast_food,small,2024-02-26 07:01:00,2024-02-26 07:16:36,2024-02-26 07:14:36,13.6,15.6,3,0.15,2.61,0,0,0,120.0,0
ORD_01540,REST_038,cloud_kitchen,large,2024-04-17 20:38:00,2024-04-17 21:21:18,2024-04-17 21:23:18,44.3,43.3,13,0.85,9.85,0,1,0,-120.0,0
ORD_01544,REST_020,fast_food,large,2024-03-15 10:28:00,2024-03-15 10:50:36,2024-03-15 10:52:36,22.6,22.6,15,0.75,6.76,0,0,0,-120.0,0
ORD_01548,REST_039,casual_dining,large,2024-03-12 10:49:00,2024-03-12 11:24:06,2024-03-12 11:29:06,34.1,35.1,10,0.5,6.18,0,0,0,-300.0,0
ORD_01552,REST_009,cloud_kitchen,small,2024-06-05 19:32:00,2024-06-05 19:59:54,2024-06-05 20:01:54,28.9,27.9,3,0.35,5.01,0,1,0,-120.0,0
ORD_01556,REST_030,cloud_kitchen,medium,2024-04-27 07:43:00,2024-04-27 08:08:30,2024-04-27 08:10:30,26.5,25.5,5,0.25,1.38,0,0,0,-120.0,0
ORD_01558,REST_034,cloud_kitchen,small,2024-04-30 12:04:00,2024-04-30 12:40:18,2024-04-30 12:45:18,37.3,36.3,7,0.55,6.44,0,1,0,-300.0,0
ORD_01559,REST_029,cloud_kitchen,large,2024-05-03 23:03:00,2024-05-03 23:29:24,2024-05-03 23:31:24,25.4,26.4,9,0.45,5.45,0,0,0,-120.0,0
ORD_01561,REST_038,cloud_kitchen,large,2024-01-29 23:10:00,2024-01-29 23:43:18,2024-01-29 23:41:18,31.3,33.3,11,0.55,4.3,0,0,0,120.0,0
ORD_01562,REST_014,fast_food,medium,2024-03-08 03:21:00,2024-03-08 03:42:48,2024-03-08 03:44:48,19.8,21.8,5,0.25,5.43,0,0,0,-120.0,0
ORD_01565,REST_037,fast_food,large,2024-04-02 22:18:00,2024-04-02 22:46:12,2024-04-02 22:48:12,26.2,28.2,6,0.3,2.6,0,0,0,-120.0,0
ORD_01571,REST_022,cloud_kitchen,medium,2024-02-27 09:13:00,2024-02-27 09:41:06,2024-02-27 09:45:06,29.1,28.1,8,0.4,7.45,0,0,0,-240.0,0
ORD_01572,REST_042,fast_food,large,2024-02-20 11:31:00,2024-02-20 11:50:54,2024-02-20 11:56:54,19.9,19.9,7,0.35,5.34,0,0,0,-360.0,0
ORD_01573,REST_048,fast_food,medium,2024-02-21 11:42:00,2024-02-21 12:05:18,2024-02-21 12:07:18,22.3,23.3,8,0.4,5.66,1,0,0,-120.0,0
ORD_01574,REST_036,fast_food,medium,2024-05-16 23:34:00,2024-05-16 23:51:30,2024-05-16 23:55:30,17.5,17.5,9,0.45,8.43,0,0,0,-240.0,0
ORD_01577,REST_009,cloud_kitchen,small,2024-05-13 09:03:00,2024-05-13 09:16:54,2024-05-13 09:18:54,11.9,13.9,1,0.05,2.94,0,0,0,-120.0,0
ORD_01579,REST_006,fast_food,large,2024-05-01 06:06:00,2024-05-01 06:32:12,2024-05-01 06:37:12,27.2,26.2,12,0.6,6.24,0,0,0,-300.0,0
ORD_01580,REST_038,cloud_kitchen,large,2024-04-20 03:46:00,2024-04-20 04:15:12,2024-04-20 04:17:12,27.2,29.2,12,0.6,5.65,0,0,0,-120.0,0
ORD_01584,REST_011,cloud_kitchen,medium,2024-02-15 02:48:00,2024-02-15 03:12:06,2024-02-15 03:09:06,22.1,24.1,1,0.05,1.6,0,0,0,180.0,0
ORD_01586,REST_020,fast_food,large,2024-05-08 09:20:00,2024-05-08 09:42:18,2024-05-08 09:40:18,22.3,22.3,10,0.5,4.8,0,0,0,120.0,0
ORD_01591,REST_030,cloud_kitchen,medium,2024-03-11 00:52:00,2024-03-11 01:26:30,2024-03-11 01:30:30,33.5,34.5,7,0.35,3.86,0,0,0,-240.0,0
ORD_01592,REST_024,fast_food,small,2024-01-07 10:27:00,2024-01-07 10:42:48,2024-01-07 10:45:48,15.8,15.8,1,0.05,4.42,0,0,0,-180.0,0
ORD_01598,REST_021,fast_food,small,2024-05-26 17:48:00,2024-05-26 17:52:00,2024-05-26 17:56:00,5.0,4.0,3,0.15,3.4,0,0,0,-240.0,0
ORD_01599,REST_009,cloud_kitchen,small,2024-01-18 22:45:00,2024-01-18 23:11:54,2024-01-18 23:13:54,26.9,26.9,1,0.05,3.34,0,0,0,-120.0,0
ORD_01604,REST_036,fast_food,medium,2024-01-29 17:10:00,2024-01-29 17:29:42,2024-01-29 17:34:42,19.7,19.7,6,0.3,5.32,0,0,0,-300.0,0
ORD_01610,REST_012,cloud_kitchen,large,2024-01-26 00:34:00,2024-01-26 01:01:12,2024-01-26 01:04:12,28.2,27.2,11,0.55,5.17,0,0,0,-180.0,0
ORD_01612,REST_014,fast_food,medium,2024-03-31 00:08:00,2024-03-31 00:27:54,2024-03-31 00:23:54,17.9,19.9,3,0.15,2.05,0,0,0,240.0,0
ORD_01614,REST_050,casual_dining,medium,2024-04-07 18:52:00,2024-04-07 19:20:36,2024-04-07 19:25:36,29.6,28.6,4,0.2,2.81,0,0,0,-300.0,0
ORD_01615,REST_011,cloud_kitchen,medium,2024-02-23 03:31:00,2024-02-23 03:59:48,2024-02-23 04:01:48,26.8,28.8,8,0.4,5.07,0,0,0,-120.0,0
ORD_01616,REST_013,cloud_kitchen,large,2024-02-23 02:51:00,2024-02-23 03:20:18,2024-02-23 03:18:18,27.3,29.3,12,0.6,4.3,0,0,0,120.0,0
ORD_01618,REST_028,cloud_kitchen,medium,2024-06-15 09:14:00,2024-06-15 09:37:54,2024-06-15 09:41:54,21.9,23.9,7,0.35,5.12,0,0,0,-240.0,0
ORD_01624,REST_010,fast_food,large,2024-04-14 01:34:00,2024-04-14 01:54:48,2024-04-14 01:56:48,20.8,20.8,7,0.35,3.06,0,0,0,-120.0,0
ORD_01626,REST_027,cloud_kitchen,medium,2024-05-17 14:08:00,2024-05-17 14:52:24,2024-05-17 14:54:24,43.4,44.4,14,0.9,7.45,0,1,0,-120.0,0
ORD_01631,REST_021,fast_food,small,2024-04-18 11:42:00,2024-04-18 11:57:54,2024-04-18 12:01:54,13.9,15.9,2,0.1,2.82,0,0,0,-240.0,0
ORD_01634,REST_030,cloud_kitchen,medium,2024-06-08 08:34:00,2024-06-08 08:55:36,2024-06-08 08:58:36,20.6,21.6,9,0.45,4.71,0,0,0,-180.0,0
ORD_01635,REST_022,cloud_kitchen,medium,2024-02-17 08:21:00,2024-02-17 08:47:54,2024-02-17 08:50:54,27.9,26.9,9,0.45,5.5,0,0,0,-180.0,0
ORD_01636,REST_043,fast_food,small,2024-03-28 16:16:00,2024-03-28 16:32:42,2024-03-28 16:34:42,16.7,16.7,2,0.1,1.72,1,0,0,-120.0,0
ORD_01639,REST_013,cloud_kitchen,large,2024-02-06 21:14:00,2024-02-06 21:56:42,2024-02-06 22:01:42,42.7,42.7,21,1.0,10.15,0,1,0,-300.0,0
ORD_01641,REST_011,cloud_kitchen,medium,2024-01-26 21:10:00,2024-01-26 21:46:54,2024-01-26 21:44:54,36.9,36.9,13,0.85,4.08,0,1,0,120.0,0
ORD_01648,REST_021,fast_food,small,2024-01-03 20:07:00,2024-01-03 20:29:30,2024-01-03 20:24:30,20.5,22.5,3,0.35,5.81,0,1,0,300.0,0
ORD_01649,REST_015,cloud_kitchen,large,2024-06-18 14:19:00,2024-06-18 15:01:12,2024-06-18 15:03:12,42.2,42.2,14,0.9,9.63,0,1,0,-120.0,0
ORD_01650,REST_005,casual_dining,medium,2024-03-28 08:02:00,2024-03-28 08:29:30,2024-03-28 08:26:30,25.5,27.5,4,0.2,2.48,0,0,0,180.0,0
ORD_01654,REST_027,cloud_kitchen,medium,2024-06-19 08:22:00,2024-06-19 08:47:54,2024-06-19 08:53:54,25.9,25.9,5,0.25,2.51,1,0,0,-360.0,0
ORD_01655,REST_038,cloud_kitchen,large,2024-05-06 07:37:00,2024-05-06 08:13:12,2024-05-06 08:10:12,34.2,36.2,10,0.5,5.34,0,0,0,180.0,0
ORD_01658,REST_026,fast_food,medium,2024-01-11 11:41:00,2024-01-11 11:58:12,2024-01-11 12:01:12,18.2,17.2,6,0.3,5.74,0,0,0,-180.0,0
ORD_01659,REST_026,fast_food,medium,2024-06-09 23:49:00,2024-06-10 00:06:00,2024-06-10 00:09:00,18.0,17.0,4,0.2,4.8,0,0,0,-180.0,0
ORD_01660,REST_041,casual_dining,large,2024-03-25 03:18:00,2024-03-25 03:56:18,2024-03-25 04:01:18,37.3,38.3,12,0.6,5.83,0,0,0,-300.0,0
ORD_01662,REST_045,fast_food,large,2024-06-11 08:49:00,2024-06-11 09:03:00,2024-06-11 09:06:00,13.0,14.0,6,0.3,5.6,0,0,0,-180.0,0
ORD_01671,REST_042,fast_food,large,2024-02-25 04:00:00,2024-02-25 04:26:00,2024-02-25 04:29:00,24.0,26.0,14,0.7,6.86,0,0,0,-180.0,0
ORD_01672,REST_027,cloud_kitchen,medium,2024-05-22 17:36:00,2024-05-22 18:00:48,2024-05-22 18:02:48,22.8,24.8,5,0.25,5.68,0,0,0,-120.0,0
ORD_01674,REST_016,casual_dining,small,2024-03-22 17:22:00,2024-03-22 17:51:12,2024-03-22 17:53:12,29.2,29.2,1,0.05,4.05,0,0,0,-120.0,0
ORD_01682,REST_034,cloud_kitchen,small,2024-04-15 23:10:00,2024-04-15 23:40:00,2024-04-15 23:44:00,30.0,30.0,1,0.05,3.55,0,0,0,-240.0,0
ORD_01694,REST_026,fast_food,medium,2024-01-11 11:03:00,2024-01-11 11:21:12,2024-01-11 11:25:12,19.2,18.2,5,0.25,4.04,0,0,0,-240.0,0
ORD_01696,REST_049,casual_dining,medium,2024-05-19 20:12:00,2024-05-19 20:54:24,2024-05-19 20:56:24,41.4,42.4,11,0.75,8.35,0,1,0,-120.0,0
ORD_01697,REST_041,casual_dining,large,2024-04-19 12:27:00,2024-04-19 13:20:00,2024-04-19 13:17:00,52.0,53.0,16,1.0,5.87,0,1,0,180.0,0
ORD_01698,REST_036,fast_food,medium,2024-05-03 19:24:00,2024-05-03 19:48:54,2024-05-03 19:53:54,25.9,24.9,6,0.5,7.8,0,1,0,-300.0,0
ORD_01701,REST_028,cloud_kitchen,medium,2024-05-10 16:54:00,2024-05-10 17:21:48,2024-05-10 17:25:48,27.8,27.8,6,0.3,4.61,0,0,0,-240.0,0
ORD_01702,REST_007,fast_food,small,2024-04-27 05:57:00,2024-04-27 06:17:24,2024-04-27 06:14:24,18.4,20.4,2,0.1,4.36,0,0,0,180.0,0
ORD_01705,REST_024,fast_food,small,2024-04-12 01:09:00,2024-04-12 01:25:06,2024-04-12 01:27:06,14.1,16.1,1,0.05,4.24,0,0,0,-120.0,0
ORD_01708,REST_050,casual_dining,medium,2024-05-04 08:38:00,2024-05-04 09:04:36,2024-05-04 09:00:36,24.6,26.6,6,0.3,5.45,1,0,0,240.0,0
ORD_01710,REST_012,cloud_kitchen,large,2024-05-17 10:10:00,2024-05-17 10:36:18,2024-05-17 10:38:18,24.3,26.3,6,0.3,5.71,0,0,0,-120.0,0
ORD_01711,REST_019,fast_food,small,2024-05-17 09:18:00,2024-05-17 09:37:30,2024-05-17 09:34:30,17.5,19.5,1,0.05,2.25,0,0,0,180.0,0
ORD_01712,REST_013,cloud_kitchen,large,2024-01-23 17:54:00,2024-01-23 18:20:42,2024-01-23 18:22:42,24.7,26.7,6,0.3,4.12,0,0,0,-120.0,0
ORD_01714,REST_016,casual_dining,small,2024-04-21 19:23:00,2024-04-21 19:50:06,2024-04-21 19:54:06,28.1,27.1,6,0.5,7.69,0,1,0,-240.0,0
ORD_01718,REST_016,casual_dining,small,2024-06-03 16:18:00,2024-06-03 16:44:42,2024-06-03 16:49:42,27.7,26.7,3,0.15,5.57,0,0,0,-300.0,0
ORD_01719,REST_008,fast_food,medium,2024-06-24 02:26:00,2024-06-24 02:43:18,2024-06-24 02:47:18,16.3,17.3,5,0.25,2.9,0,0,0,-240.0,0
ORD_01721,REST_025,cloud_kitchen,small,2024-05-25 03:54:00,2024-05-25 04:10:54,2024-05-25 04:16:54,17.9,16.9,2,0.1,2.76,0,0,0,-360.0,0
ORD_01724,REST_030,cloud_kitchen,medium,2024-05-17 11:14:00,2024-05-17 11:34:48,2024-05-17 11:37:48,20.8,20.8,6,0.3,4.48,0,0,0,-180.0,0
