order_id,restaurant_id,restaurant_type,restaurant_size,order_timestamp,for_timestamp,rider_arrival_timestamp,true_kpt_minutes,recorded_kpt_minutes,concurrent_orders,kitchen_load_score,mx_response_latency_sec,rejection_flag,is_peak_hour,is_contaminated
ORD_01191,REST_045,fast_food,large,2024-02-18 23:52:00,2024-02-19 00:12:30,2024-02-19 00:13:30,20.5,20.5,5,0.25,5.71,0,0,0
ORD_01192,REST_029,cloud_kitchen,large,2024-05-10 12:35:00,2024-05-10 13:14:17,2024-05-10 13:14:06,37.1,43.3,17,1.0,7.83,0,1,1
ORD_01193,REST_037,fast_food,large,2024-02-25 18:44:00,2024-02-25 19:07:36,2024-02-25 19:06:36,22.6,23.6,10,0.5,5.48,1,0,0
ORD_01194,REST_020,fast_food,large,2024-02-26 09:45:00,2024-02-26 10:16:46,2024-02-26 10:16:12,29.2,37.2,8,0.4,2.4,0,0,1
ORD_01195,REST_003,fast_food,small,2024-06-12 04:56:00,2024-06-12 05:18:54,2024-06-12 05:21:54,23.9,22.9,4,0.2,6.09,0,0,0
ORD_01196,REST_042,fast_food,large,2024-03-04 06:34:00,2024-03-04 06:56:06,2024-03-04 06:59:06,21.1,22.1,9,0.45,4.02,1,0,0
ORD_01197,REST_021,fast_food,small,2024-01-22 22:56:00,2024-01-22 23:15:18,2024-01-22 23:17:18,18.3,19.3,1,0.05,4.93,0,0,0
ORD_01198,REST_021,fast_food,small,2024-01-15 20:52:00,2024-01-15 21:16:18,2024-01-15 21:15:18,23.3,24.3,5,0.45,5.79,1,1,0
ORD_01199,REST_012,cloud_kitchen,large,2024-03-06 00:34:00,2024-03-06 01:00:12,2024-03-06 00:55:12,24.2,26.2,10,0.5,8.59,0,0,0
ORD_01200,REST_042,fast_food,large,2024-03-06 20:40:00,2024-03-06 21:25:47,2024-03-06 21:25:30,42.5,53.2,17,1.0,8.66,0,1,1
ORD_01201,REST_041,casual_dining,large,2024-04-11 04:28:00,2024-04-11 05:01:54,2024-04-11 05:01:24,33.4,38.2,7,0.35,6.01,0,0,1
ORD_01202,REST_012,cloud_kitchen,large,2024-04-27 05:52:00,2024-04-27 06:19:18,2024-04-27 06:23:18,27.3,27.3,10,0.5,3.11,0,0,0
ORD_01203,REST_042,fast_food,large,2024-03-13 00:19:00,2024-03-13 00:40:18,2024-03-13 00:43:18,21.3,21.3,12,0.6,6.18,1,0,0
ORD_01204,REST_005,casual_dining,medium,2024-02-06 02:27:00,2024-02-06 02:51:00,2024-02-06 02:49:00,24.0,24.0,4,0.2,5.11,0,0,0
ORD_01205,REST_047,casual_dining,small,2024-01-04 19:06:00,2024-01-04 19:36:24,2024-01-04 19:38:24,31.4,30.4,4,0.4,5.66,0,1,0
ORD_01206,REST_009,cloud_kitchen,small,2024-03-04 02:17:00,2024-03-04 02:41:48,2024-03-04 02:39:48,25.8,24.8,2,0.1,4.95,0,0,0
ORD_01207,REST_007,fast_food,small,2024-05-18 23:52:00,2024-05-19 00:08:18,2024-05-19 00:07:30,13.5,20.7,2,0.1,4.24,0,0,1
ORD_01208,REST_029,cloud_kitchen,large,2024-02-11 09:21:00,2024-02-11 09:50:12,2024-02-11 09:49:12,28.2,29.2,8,0.4,6.95,0,0,0
ORD_01209,REST_041,casual_dining,large,2024-05-19 03:01:00,2024-05-19 03:50:08,2024-05-19 03:49:36,43.6,67.1,13,0.65,5.03,0,0,1
ORD_01210,REST_027,cloud_kitchen,medium,2024-02-06 00:58:00,2024-02-06 01:25:58,2024-02-06 01:25:36,24.6,36.3,6,0.3,3.76,0,0,1
ORD_01211,REST_015,cloud_kitchen,large,2024-06-24 12:43:00,2024-06-24 13:32:07,2024-06-24 13:32:00,45.0,57.3,20,1.0,8.78,0,1,1
ORD_01212,REST_019,fast_food,small,2024-04-01 02:39:00,2024-04-01 02:57:00,2024-04-01 02:56:00,18.0,18.0,2,0.1,1.42,0,0,0
ORD_01213,REST_012,cloud_kitchen,large,2024-04-19 16:21:00,2024-04-19 16:46:36,2024-04-19 16:44:36,24.6,25.6,7,0.35,3.6,0,0,0
ORD_01214,REST_040,casual_dining,small,2024-03-14 11:56:00,2024-03-14 12:22:22,2024-03-14 12:22:06,23.1,35.4,2,0.1,4.85,0,0,1
ORD_01215,REST_046,fast_food,small,2024-01-20 00:55:00,2024-01-20 01:08:21,2024-01-20 01:08:12,8.2,16.2,1,0.05,2.47,0,0,1
ORD_01216,REST_047,casual_dining,small,2024-05-02 02:07:00,2024-05-02 02:32:02,2024-05-02 02:31:54,24.9,28.9,2,0.1,2.45,0,0,1
ORD_01217,REST_025,cloud_kitchen,small,2024-03-31 10:31:00,2024-03-31 10:53:36,2024-03-31 10:54:36,21.6,22.6,1,0.05,3.0,0,0,0
ORD_01218,REST_009,cloud_kitchen,small,2024-06-16 07:24:00,2024-06-16 07:43:00,2024-06-16 07:45:00,19.0,19.0,2,0.1,3.27,0,0,0
ORD_01219,REST_025,cloud_kitchen,small,2024-01-22 18:45:00,2024-01-22 19:08:12,2024-01-22 19:10:12,23.2,23.2,1,0.05,0.5,0,0,0
ORD_01220,REST_045,fast_food,large,2024-01-23 07:23:00,2024-01-23 07:42:54,2024-01-23 07:45:54,19.9,19.9,10,0.5,3.8,1,0,0
ORD_01221,REST_008,fast_food,medium,2024-01-16 11:23:00,2024-01-16 11:46:00,2024-01-16 11:46:00,21.0,23.0,5,0.25,1.15,0,0,0
ORD_01222,REST_016,casual_dining,small,2024-02-23 07:03:00,2024-02-23 07:38:12,2024-02-23 07:42:12,33.2,35.2,1,0.05,4.3,0,0,0
ORD_01223,REST_047,casual_dining,small,2024-01-07 22:27:00,2024-01-07 22:57:30,2024-01-07 23:01:30,28.5,30.5,1,0.05,3.85,0,0,0
ORD_01224,REST_039,casual_dining,large,2024-02-10 00:09:00,2024-02-10 00:42:18,2024-02-10 00:41:42,30.7,44.9,5,0.25,5.69,0,0,1
ORD_01225,REST_027,cloud_kitchen,medium,2024-02-08 05:30:00,2024-02-08 05:51:06,2024-02-08 05:51:06,19.1,21.1,4,0.2,1.38,0,0,0
ORD_01226,REST_027,cloud_kitchen,medium,2024-03-27 14:50:00,2024-03-27 15:30:03,2024-03-27 15:30:00,37.0,54.6,11,0.75,6.82,0,1,1
ORD_01227,REST_003,fast_food,small,2024-06-03 05:32:00,2024-06-03 05:44:24,2024-06-03 05:43:24,10.4,12.4,1,0.05,4.1,0,0,0
ORD_01228,REST_036,fast_food,medium,2024-03-07 18:32:00,2024-03-07 18:53:06,2024-03-07 18:55:06,20.1,21.1,2,0.1,1.67,0,0,0
ORD_01229,REST_006,fast_food,large,2024-05-13 12:08:00,2024-05-13 12:49:01,2024-05-13 12:48:36,38.6,47.4,19,1.0,6.86,0,1,1
ORD_01230,REST_048,fast_food,medium,2024-05-23 19:53:00,2024-05-23 20:23:17,2024-05-23 20:22:36,28.6,37.0,7,0.55,5.2,1,1,1
ORD_01231,REST_025,cloud_kitchen,small,2024-02-12 01:51:00,2024-02-12 02:08:30,2024-02-12 02:08:24,18.4,19.7,3,0.15,3.78,0,0,1
ORD_01232,REST_039,casual_dining,large,2024-03-26 00:15:00,2024-03-26 00:41:14,2024-03-26 00:40:36,28.6,28.9,4,0.2,4.87,0,0,1
ORD_01233,REST_020,fast_food,large,2024-02-18 17:12:00,2024-02-18 17:43:06,2024-02-18 17:42:30,28.5,39.5,11,0.55,4.72,0,0,1
ORD_01234,REST_037,fast_food,large,2024-05-03 01:03:00,2024-05-03 01:26:18,2024-05-03 01:24:18,22.3,23.3,12,0.6,5.23,0,0,0
ORD_01235,REST_026,fast_food,medium,2024-05-08 06:20:00,2024-05-08 06:42:06,2024-05-08 06:43:06,23.1,22.1,4,0.2,1.67,0,0,0
ORD_01236,REST_022,cloud_kitchen,medium,2024-04-14 23:32:00,2024-04-15 00:00:00,2024-04-14 23:58:00,26.0,28.0,7,0.35,3.68,1,0,0
ORD_01237,REST_031,casual_dining,small,2024-05-30 01:18:00,2024-05-30 01:39:12,2024-05-30 01:38:12,22.2,21.2,1,0.05,5.74,0,0,0
ORD_01238,REST_046,fast_food,small,2024-02-29 06:51:00,2024-02-29 07:16:08,2024-02-29 07:15:36,19.6,31.5,4,0.2,3.97,0,0,1
ORD_01239,REST_047,casual_dining,small,2024-06-04 20:33:00,2024-06-04 21:05:06,2024-06-04 21:06:06,31.1,32.1,5,0.45,8.46,0,1,0
ORD_01240,REST_019,fast_food,small,2024-04-02 19:54:00,2024-04-02 20:12:36,2024-04-02 20:16:36,16.6,18.6,3,0.35,3.84,0,1,0
ORD_01241,REST_016,casual_dining,small,2024-02-23 19:38:00,2024-02-23 20:07:48,2024-02-23 20:09:48,27.8,29.8,2,0.3,5.06,1,1,0
ORD_01242,REST_007,fast_food,small,2024-01-04 04:49:00,2024-01-04 04:58:00,2024-01-04 04:53:00,7.0,9.0,1,0.05,2.85,0,0,0
ORD_01243,REST_021,fast_food,small,2024-02-13 09:10:00,2024-02-13 09:20:52,2024-02-13 09:20:48,11.8,12.5,4,0.2,0.95,1,0,1
ORD_01244,REST_050,casual_dining,medium,2024-04-27 08:30:00,2024-04-27 09:02:48,2024-04-27 09:06:48,33.8,32.8,4,0.2,1.35,0,0,0
ORD_01245,REST_037,fast_food,large,2024-05-04 01:23:00,2024-05-04 01:48:42,2024-05-04 01:49:42,25.7,25.7,10,0.5,6.87,0,0,0
ORD_01246,REST_029,cloud_kitchen,large,2024-04-03 16:54:00,2024-04-03 17:22:38,2024-04-03 17:22:12,27.2,35.8,7,0.35,3.54,0,0,1
ORD_01247,REST_017,fast_food,large,2024-06-23 01:39:00,2024-06-23 02:07:06,2024-06-23 02:14:06,29.1,28.1,11,0.55,6.77,0,0,0
ORD_01248,REST_010,fast_food,large,2024-01-27 09:24:00,2024-01-27 09:48:07,2024-01-27 09:47:12,25.2,29.9,11,0.55,6.9,1,0,1
ORD_01249,REST_006,fast_food,large,2024-03-30 14:29:00,2024-03-30 15:06:40,2024-03-30 15:05:54,38.9,42.7,19,1.0,5.84,0,1,1
ORD_01250,REST_026,fast_food,medium,2024-04-20 06:25:00,2024-04-20 06:33:42,2024-04-20 06:32:42,6.7,8.7,1,0.05,3.34,0,0,0
ORD_01251,REST_014,fast_food,medium,2024-06-28 23:30:00,2024-06-28 23:51:36,2024-06-28 23:47:36,19.6,21.6,5,0.25,6.52,0,0,0
ORD_01252,REST_010,fast_food,large,2024-06-12 06:20:00,2024-06-12 06:37:03,2024-06-12 06:36:12,16.2,20.6,6,0.3,3.26,0,0,1
ORD_01253,REST_028,cloud_kitchen,medium,2024-05-01 06:03:00,2024-05-01 06:27:04,2024-05-01 06:26:48,17.8,31.1,1,0.05,2.19,0,0,1
ORD_01254,REST_006,fast_food,large,2024-02-06 02:17:00,2024-02-06 02:38:42,2024-02-06 02:40:42,19.7,21.7,6,0.3,3.49,0,0,0
ORD_01255,REST_034,cloud_kitchen,small,2024-02-24 21:57:00,2024-02-24 22:34:00,2024-02-24 22:33:00,35.0,37.0,4,0.4,3.35,0,1,0
ORD_01256,REST_022,cloud_kitchen,medium,2024-03-17 05:12:00,2024-03-17 05:42:00,2024-03-17 05:43:00,30.0,30.0,4,0.2,4.93,0,0,0
ORD_01257,REST_045,fast_food,large,2024-04-21 11:58:00,2024-04-21 12:31:06,2024-04-21 12:29:06,33.1,33.1,14,0.7,7.49,0,0,0
ORD_01258,REST_005,casual_dining,medium,2024-06-19 18:39:00,2024-06-19 19:11:23,2024-06-19 19:10:54,32.9,44.7,4,0.2,2.1,0,0,1
ORD_01259,REST_032,fast_food,medium,2024-03-22 03:50:00,2024-03-22 04:11:18,2024-03-22 04:12:18,22.3,21.3,8,0.4,2.19,0,0,0
ORD_01260,REST_029,cloud_kitchen,large,2024-02-02 20:28:00,2024-02-02 21:06:23,2024-02-02 21:05:36,40.6,53.5,15,0.95,7.91,0,1,1
ORD_01261,REST_027,cloud_kitchen,medium,2024-06-27 17:49:00,2024-06-27 18:11:54,2024-06-27 18:11:42,23.7,31.9,5,0.25,4.47,0,0,1
ORD_01262,REST_037,fast_food,large,2024-01-04 11:52:00,2024-01-04 12:22:54,2024-01-04 12:24:54,31.9,30.9,16,0.8,6.6,0,0,0
ORD_01263,REST_045,fast_food,large,2024-05-07 20:29:00,2024-05-07 21:07:36,2024-05-07 21:06:36,36.6,38.6,18,1.0,8.72,0,1,0
ORD_01264,REST_034,cloud_kitchen,small,2024-03-26 03:59:00,2024-03-26 04:18:38,2024-03-26 04:18:00,19.0,22.6,1,0.05,4.32,0,0,1
ORD_01265,REST_028,cloud_kitchen,medium,2024-04-07 09:54:00,2024-04-07 10:18:51,2024-04-07 10:18:12,21.2,34.3,5,0.25,1.62,0,0,1
ORD_01266,REST_007,fast_food,small,2024-01-23 03:05:00,2024-01-23 03:20:53,2024-01-23 03:20:06,15.1,21.1,2,0.1,4.66,0,0,1
ORD_01267,REST_035,casual_dining,large,2024-01-26 20:28:00,2024-01-26 21:23:08,2024-01-26 21:22:42,48.7,64.2,15,0.95,9.72,0,1,1
ORD_01268,REST_050,casual_dining,medium,2024-04-26 17:24:00,2024-04-26 17:49:44,2024-04-26 17:48:54,26.9,35.4,8,0.4,4.63,1,0,1
ORD_01269,REST_027,cloud_kitchen,medium,2024-06-14 22:50:00,2024-06-14 23:15:42,2024-06-14 23:17:42,24.7,25.7,2,0.1,4.53,0,0,0
ORD_01270,REST_018,fast_food,small,2024-06-17 08:19:00,2024-06-17 08:38:27,2024-06-17 08:37:30,15.5,26.7,2,0.1,5.65,0,0,1
ORD_01271,REST_003,fast_food,small,2024-01-04 00:09:00,2024-01-04 00:28:24,2024-01-04 00:29:24,18.4,19.4,2,0.1,3.39,0,0,0
ORD_01272,REST_011,cloud_kitchen,medium,2024-05-26 13:15:00,2024-05-26 14:01:30,2024-05-26 13:58:30,44.5,46.5,12,0.8,5.43,0,1,0
ORD_01273,REST_004,cloud_kitchen,large,2024-05-27 13:08:00,2024-05-27 13:52:39,2024-05-27 13:51:42,40.7,53.4,17,1.0,8.22,0,1,1
ORD_01274,REST_011,cloud_kitchen,medium,2024-04-21 07:06:00,2024-04-21 07:34:36,2024-04-21 07:34:00,24.0,38.2,10,0.5,4.43,0,0,1
ORD_01275,REST_049,casual_dining,medium,2024-06-09 08:53:00,2024-06-09 09:21:55,2024-06-09 09:21:54,28.9,35.6,4,0.2,2.57,0,0,1
ORD_01276,REST_041,casual_dining,large,2024-05-31 04:01:00,2024-05-31 04:28:30,2024-05-31 04:26:30,28.5,27.5,8,0.4,6.34,0,0,0
ORD_01277,REST_048,fast_food,medium,2024-02-03 14:40:00,2024-02-03 15:07:57,2024-02-03 15:07:00,27.0,32.6,9,0.65,7.48,0,1,1
ORD_01278,REST_013,cloud_kitchen,large,2024-05-17 07:46:00,2024-05-17 08:21:06,2024-05-17 08:20:06,34.1,35.1,12,0.6,2.81,0,0,0
ORD_01279,REST_006,fast_food,large,2024-02-06 20:01:00,2024-02-06 20:35:05,2024-02-06 20:34:06,36.1,43.6,18,1.0,10.48,0,1,1
ORD_01280,REST_007,fast_food,small,2024-02-06 09:16:00,2024-02-06 09:25:30,2024-02-06 09:25:30,8.5,9.5,1,0.05,0.5,0,0,0
ORD_01281,REST_014,fast_food,medium,2024-04-10 03:31:00,2024-04-10 03:50:24,2024-04-10 03:49:24,20.4,19.4,7,0.35,6.55,0,0,0
ORD_01282,REST_014,fast_food,medium,2024-06-24 13:24:00,2024-06-24 13:46:36,2024-06-24 13:46:36,23.6,31.0,7,0.55,5.62,0,1,1
ORD_01283,REST_043,fast_food,small,2024-05-25 20:38:00,2024-05-25 21:02:00,2024-05-25 21:03:00,22.0,24.0,6,0.5,3.04,0,1,0
ORD_01284,REST_040,casual_dining,small,2024-06-02 17:00:00,2024-06-02 17:22:55,2024-06-02 17:22:54,23.9,28.9,2,0.1,2.2,0,0,1
ORD_01285,REST_034,cloud_kitchen,small,2024-05-11 04:13:00,2024-05-11 04:33:44,2024-05-11 04:33:36,18.6,24.2,2,0.1,1.36,0,0,1
ORD_01286,REST_047,casual_dining,small,2024-06-26 04:17:00,2024-06-26 04:42:41,2024-06-26 04:42:06,25.1,33.3,2,0.1,1.36,0,0,1
ORD_01287,REST_030,cloud_kitchen,medium,2024-05-06 13:32:00,2024-05-06 14:04:25,2024-05-06 14:03:42,29.7,43.9,8,0.6,5.17,0,1,1
ORD_01288,REST_046,fast_food,small,2024-03-12 12:06:00,2024-03-12 12:25:19,2024-03-12 12:25:06,20.1,26.8,4,0.4,4.74,0,1,1
ORD_01289,REST_032,fast_food,medium,2024-04-20 14:27:00,2024-04-20 14:52:36,2024-04-20 14:51:36,23.6,25.6,4,0.4,4.27,0,1,0
ORD_01290,REST_028,cloud_kitchen,medium,2024-02-21 18:22:00,2024-02-21 18:46:32,2024-02-21 18:46:30,20.5,34.0,4,0.2,3.05,0,0,1
ORD_01291,REST_017,fast_food,large,2024-05-30 13:18:00,2024-05-30 13:56:13,2024-05-30 13:56:06,39.1,44.1,17,1.0,11.66,0,1,1
ORD_01292,REST_021,fast_food,small,2024-04-19 05:22:00,2024-04-19 05:42:09,2024-04-19 05:42:00,15.0,26.9,5,0.25,2.57,0,0,1
ORD_01293,REST_008,fast_food,medium,2024-01-03 10:44:00,2024-01-03 11:04:18,2024-01-03 11:03:18,19.3,20.3,4,0.2,5.28,1,0,0
ORD_01294,REST_015,cloud_kitchen,large,2024-05-23 02:24:00,2024-05-23 02:55:29,2024-05-23 02:54:54,26.9,37.3,8,0.4,6.42,0,0,1
ORD_01295,REST_039,casual_dining,large,2024-06-20 02:36:00,2024-06-20 03:17:12,2024-06-20 03:19:12,40.2,41.2,14,0.7,7.55,0,0,0
ORD_01296,REST_021,fast_food,small,2024-02-20 06:03:00,2024-02-20 06:14:06,2024-02-20 06:10:06,9.1,11.1,2,0.1,2.71,0,0,0
ORD_01297,REST_008,fast_food,medium,2024-02-01 14:10:00,2024-02-01 14:37:37,2024-02-01 14:37:36,27.6,32.7,9,0.65,6.53,0,1,1
ORD_01298,REST_042,fast_food,large,2024-05-27 00:58:00,2024-05-27 01:21:04,2024-05-27 01:20:30,19.5,31.7,9,0.45,5.52,0,0,1
ORD_01299,REST_003,fast_food,small,2024-03-27 20:01:00,2024-03-27 20:36:42,2024-03-27 20:39:42,34.7,35.7,3,0.35,6.27,1,1,0
ORD_01300,REST_021,fast_food,small,2024-03-29 12:05:00,2024-03-29 12:27:00,2024-03-29 12:27:00,20.0,22.0,1,0.25,2.38,0,1,0
ORD_01301,REST_020,fast_food,large,2024-06-27 14:31:00,2024-06-27 15:00:30,2024-06-27 15:04:30,30.5,29.5,15,0.95,6.67,0,1,0
ORD_01302,REST_002,fast_food,medium,2024-02-27 01:52:00,2024-02-27 02:16:36,2024-02-27 02:17:36,22.6,24.6,2,0.1,3.91,1,0,0
ORD_01303,REST_015,cloud_kitchen,large,2024-02-13 02:12:00,2024-02-13 02:49:24,2024-02-13 02:53:24,38.4,37.4,15,0.75,7.61,0,0,0
ORD_01304,REST_017,fast_food,large,2024-01-12 03:03:00,2024-01-12 03:23:03,2024-01-12 03:22:24,16.4,26.8,6,0.3,3.71,0,0,1
ORD_01305,REST_025,cloud_kitchen,small,2024-03-10 22:10:00,2024-03-10 22:35:26,2024-03-10 22:35:06,25.1,34.6,2,0.1,2.47,0,0,1
ORD_01306,REST_049,casual_dining,medium,2024-05-29 13:40:00,2024-05-29 14:19:18,2024-05-29 14:22:18,37.3,39.3,11,0.75,7.4,0,1,0
ORD_01307,REST_043,fast_food,small,2024-05-05 08:20:00,2024-05-05 08:34:19,2024-05-05 08:33:30,14.5,17.0,2,0.1,1.88,0,0,1
ORD_01308,REST_006,fast_food,large,2024-03-31 17:53:00,2024-03-31 18:15:43,2024-03-31 18:15:12,17.2,25.4,10,0.5,5.3,0,0,1
ORD_01309,REST_001,cloud_kitchen,large,2024-06-20 06:29:00,2024-06-20 07:05:43,2024-06-20 07:05:30,33.5,49.4,14,0.7,6.12,0,0,1
ORD_01310,REST_049,casual_dining,medium,2024-05-15 16:54:00,2024-05-15 17:23:24,2024-05-15 17:27:24,29.4,29.4,7,0.35,3.79,0,0,0
ORD_01311,REST_033,casual_dining,medium,2024-01-28 04:14:00,2024-01-28 04:45:30,2024-01-28 04:46:30,31.5,31.5,4,0.2,2.0,0,0,0
ORD_01312,REST_050,casual_dining,medium,2024-04-12 06:04:00,2024-04-12 06:38:19,2024-04-12 06:37:24,28.4,43.7,5,0.25,8.25,0,0,1
ORD_01313,REST_007,fast_food,small,2024-02-07 14:56:00,2024-02-07 15:20:17,2024-02-07 15:19:48,21.8,28.1,2,0.3,3.86,1,1,1
ORD_01314,REST_002,fast_food,medium,2024-05-01 21:33:00,2024-05-01 21:58:24,2024-05-01 21:58:24,26.4,25.4,8,0.6,4.4,0,1,0
ORD_01315,REST_023,cloud_kitchen,small,2024-04-20 06:09:00,2024-04-20 06:35:22,2024-04-20 06:34:54,23.9,31.2,1,0.05,6.12,0,0,1
ORD_01316,REST_007,fast_food,small,2024-01-13 20:24:00,2024-01-13 20:52:01,2024-01-13 20:51:36,28.6,32.3,4,0.4,3.92,0,1,1
ORD_01317,REST_018,fast_food,small,2024-05-15 19:31:00,2024-05-15 19:56:21,2024-05-15 19:56:06,19.1,35.2,4,0.4,4.58,0,1,1
ORD_01318,REST_015,cloud_kitchen,large,2024-01-30 01:57:00,2024-01-30 02:34:18,2024-01-30 02:34:12,37.2,44.1,9,0.45,3.15,1,0,1
ORD_01319,REST_040,casual_dining,small,2024-06-28 22:25:00,2024-06-28 22:46:54,2024-06-28 22:47:54,20.9,21.9,1,0.05,4.74,0,0,0
ORD_01320,REST_032,fast_food,medium,2024-02-22 05:50:00,2024-02-22 06:07:00,2024-02-22 06:12:00,18.0,17.0,5,0.25,3.83,0,0,0
ORD_01321,REST_007,fast_food,small,2024-02-17 16:58:00,2024-02-17 17:15:46,2024-02-17 17:14:48,13.8,23.2,1,0.05,2.12,0,0,1
ORD_01322,REST_011,cloud_kitchen,medium,2024-03-21 21:04:00,2024-03-21 21:48:24,2024-03-21 21:48:24,42.4,57.7,16,1.0,9.94,1,1,1
ORD_01323,REST_028,cloud_kitchen,medium,2024-03-26 00:11:00,2024-03-26 00:33:12,2024-03-26 00:36:12,23.2,22.2,3,0.15,5.46,0,0,0
ORD_01324,REST_039,casual_dining,large,2024-03-31 15:37:00,2024-03-31 16:11:22,2024-03-31 16:10:30,30.5,38.0,6,0.3,2.76,1,0,1
ORD_01325,REST_044,casual_dining,large,2024-03-15 07:33:00,2024-03-15 08:02:45,2024-03-15 08:01:54,28.9,39.3,9,0.45,6.0,0,0,1
ORD_01326,REST_029,cloud_kitchen,large,2024-05-05 23:22:00,2024-05-05 23:50:30,2024-05-05 23:53:30,27.5,28.5,11,0.55,3.39,0,0,0
ORD_01327,REST_030,cloud_kitchen,medium,2024-01-04 11:19:00,2024-01-04 11:47:36,2024-01-04 11:47:36,26.6,28.6,9,0.45,6.45,0,0,0
ORD_01328,REST_008,fast_food,medium,2024-03-10 21:33:00,2024-03-10 21:59:54,2024-03-10 22:01:54,26.9,26.9,6,0.5,4.83,0,1,0
ORD_01329,REST_043,fast_food,small,2024-02-06 11:31:00,2024-02-06 11:50:06,2024-02-06 11:50:06,17.1,19.1,2,0.1,6.43,1,0,0
ORD_01330,REST_024,fast_food,small,2024-02-22 23:05:00,2024-02-22 23:20:05,2024-02-22 23:19:48,11.8,20.6,3,0.15,4.1,0,0,1
ORD_01331,REST_044,casual_dining,large,2024-05-19 14:56:00,2024-05-19 15:37:03,2024-05-19 15:36:42,36.7,50.0,15,0.95,10.16,0,1,1
ORD_01332,REST_027,cloud_kitchen,medium,2024-03-11 09:12:00,2024-03-11 09:48:09,2024-03-11 09:47:30,33.5,41.1,8,0.4,3.6,1,0,1
ORD_01333,REST_030,cloud_kitchen,medium,2024-05-25 11:18:00,2024-05-25 11:35:42,2024-05-25 11:39:42,17.7,17.7,6,0.3,4.71,0,0,0
ORD_01334,REST_030,cloud_kitchen,medium,2024-06-23 04:33:00,2024-06-23 04:55:18,2024-06-23 04:55:18,21.3,22.3,6,0.3,7.5,0,0,0
ORD_01335,REST_032,fast_food,medium,2024-03-14 02:51:00,2024-03-14 03:06:58,2024-03-14 03:06:06,17.1,20.4,5,0.25,3.2,0,0,1
ORD_01336,REST_004,cloud_kitchen,large,2024-05-05 09:00:00,2024-05-05 09:26:28,2024-05-05 09:26:06,25.1,36.1,3,0.15,1.86,0,0,1
ORD_01337,REST_033,casual_dining,medium,2024-06-19 17:09:00,2024-06-19 17:34:24,2024-06-19 17:34:24,25.4,25.4,6,0.3,6.47,0,0,0
ORD_01338,REST_028,cloud_kitchen,medium,2024-05-29 02:18:00,2024-05-29 02:42:25,2024-05-29 02:41:42,23.7,31.5,6,0.3,3.8,0,0,1
ORD_01339,REST_028,cloud_kitchen,medium,2024-04-12 03:57:00,2024-04-12 04:15:42,2024-04-12 04:15:06,15.1,23.0,4,0.2,6.01,0,0,1
ORD_01340,REST_021,fast_food,small,2024-05-28 04:43:00,2024-05-28 04:52:54,2024-05-28 04:52:42,9.7,11.8,4,0.2,5.09,0,0,1
ORD_01341,REST_006,fast_food,large,2024-03-17 18:59:00,2024-03-17 19:20:26,2024-03-17 19:19:30,22.5,28.9,7,0.35,5.37,0,0,1
ORD_01342,REST_007,fast_food,small,2024-02-05 16:28:00,2024-02-05 16:37:42,2024-02-05 16:37:42,7.7,9.7,2,0.1,3.55,0,0,0
ORD_01343,REST_023,cloud_kitchen,small,2024-04-19 14:26:00,2024-04-19 14:51:06,2024-04-19 14:50:06,26.1,25.1,1,0.25,4.71,0,1,0
ORD_01344,REST_050,casual_dining,medium,2024-04-17 02:48:00,2024-04-17 03:11:06,2024-04-17 03:10:06,22.1,23.1,7,0.35,4.17,0,0,0
ORD_01345,REST_009,cloud_kitchen,small,2024-06-07 17:57:00,2024-06-07 18:15:18,2024-06-07 18:12:18,16.3,18.3,2,0.1,3.07,0,0,0
ORD_01346,REST_009,cloud_kitchen,small,2024-04-13 21:00:00,2024-04-13 21:26:18,2024-04-13 21:27:18,27.3,26.3,4,0.4,7.85,0,1,0
ORD_01347,REST_004,cloud_kitchen,large,2024-03-10 20:06:00,2024-03-10 20:50:36,2024-03-10 20:52:36,43.6,44.6,18,1.0,7.27,0,1,0
ORD_01348,REST_004,cloud_kitchen,large,2024-02-01 23:37:00,2024-02-02 00:21:45,2024-02-02 00:21:36,38.6,56.8,16,0.8,9.06,0,0,1
ORD_01349,REST_032,fast_food,medium,2024-02-04 07:57:00,2024-02-04 08:15:18,2024-02-04 08:18:18,19.3,18.3,4,0.2,3.15,0,0,0
ORD_01350,REST_032,fast_food,medium,2024-06-08 22:12:00,2024-06-08 22:39:00,2024-06-08 22:42:00,28.0,27.0,10,0.5,5.38,1,0,0
ORD_01351,REST_034,cloud_kitchen,small,2024-01-25 07:13:00,2024-01-25 07:43:51,2024-01-25 07:43:48,25.8,42.5,4,0.2,6.36,0,0,1
ORD_01352,REST_020,fast_food,large,2024-04-13 15:11:00,2024-04-13 15:52:06,2024-04-13 15:49:06,39.1,41.1,17,0.85,7.46,0,0,0
ORD_01353,REST_043,fast_food,small,2024-06-06 03:27:00,2024-06-06 03:48:47,2024-06-06 03:48:00,19.0,28.3,2,0.1,1.59,0,0,1
ORD_01354,REST_011,cloud_kitchen,medium,2024-05-10 23:44:00,2024-05-11 00:05:06,2024-05-11 00:04:24,19.4,23.8,7,0.35,3.08,0,0,1
ORD_01355,REST_038,cloud_kitchen,large,2024-05-06 11:42:00,2024-05-06 12:25:18,2024-05-06 12:26:18,41.3,43.3,9,0.45,4.94,0,0,0
